2022-09-25 12:00:29.473 [ConsumeMessageThread_topic_transaction_ins_group_posting_12] ERROR [,] c.s.f.t.integration.urule.impl.URuleClientImpl - Invoke rule engine fail.
2022-10-25 12:00:37.415 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723735847791,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007167089194
2022-10-25 12:00:37.415 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723735847781,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009863709414
2022-10-25 12:00:37.415 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723735847801,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001161594238
2022-10-25 12:00:37.515 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723743948001,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300006967077878
2022-10-25 12:00:37.515 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723743547981,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008251964002
2022-10-25 12:00:37.517 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a5254e1166671723745548121,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009763698052
2022-10-25 12:00:37.517 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723746348241,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008953886973
2022-10-25 12:00:37.522 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723743447961,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001759216064
2022-10-25 12:00:37.539 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723745648141,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001061582155
2022-10-25 12:00:37.557 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723753848281,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008151925145
2022-10-25 12:00:37.707 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a5254e1166671723761348361,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001559188390
2022-10-25 12:00:37.730 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723762748461,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300006767056647
2022-10-25 12:00:37.731 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723763048481,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007951914800
2022-10-25 12:00:37.745 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723762648441,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008853872182
2022-10-25 12:00:37.751 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723770448521,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000961567179
2022-10-25 12:00:37.826 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723780448661,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001359160738
2022-10-25 12:00:37.843 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723783048681,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007850075476
2022-10-25 12:00:37.843 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723763548501,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009663685371
2022-10-25 12:00:37.898 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723783648721,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001259145779
2022-10-25 12:00:37.928 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723786148801,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008753850457
2022-10-25 12:00:37.956 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723786448811,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000861553972
2022-10-25 12:00:38.035 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723795548981,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007751901775
2022-10-25 12:00:38.193 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723795348961,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008554879772
2022-10-25 12:00:38.197 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723795548991,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009563674204
2022-10-25 12:00:38.211 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723794548921,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000959093395
2022-10-25 12:00:38.212 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723794548901,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300006267017975
2022-10-25 12:00:38.231 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723819449101,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007649793155
2022-10-25 12:00:38.231 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723822149231,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000759067664
2022-10-25 12:00:38.232 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a5254e1166671723821849181,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008453798910
2022-10-25 12:00:38.282 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723822149221,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009363651919
2022-10-25 12:00:38.325 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a5254e1166671723827149341,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007449743930
2022-10-25 12:00:38.384 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723827249361,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000659055345
2022-10-25 12:00:38.415 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723828449401,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008353774276
2022-10-25 12:00:38.445 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723827949381,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300005766993200
2022-10-25 12:00:38.525 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a5254e1166671723838349441,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009263637027
2022-10-25 12:00:38.535 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723844849491,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000559040630
2022-10-25 12:00:38.555 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723848649571,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008153736817
2022-10-25 12:00:38.560 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723848649591,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007352176885
2022-10-25 12:00:38.560 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723848649581,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300003566724557
2022-10-25 12:00:38.714 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723857549731,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009163626259
2022-10-25 12:00:38.714 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723857149711,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007251887460
2022-10-25 12:00:38.726 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723862649851,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009758836600
2022-10-25 12:00:38.735 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723858249811,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007953672550
2022-10-25 12:00:38.735 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723858249821,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300001366553321
2022-10-25 12:00:38.843 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723821649141,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000661528699
2022-10-25 12:00:38.843 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166671723878250011,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007051848599
2022-10-25 12:00:38.850 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723876149951,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300009558812447
2022-10-25 12:00:38.851 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166671723878250031,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008164675723
2022-10-25 12:00:38.876 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723876149961,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008963601591
2022-10-25 12:00:38.876 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723878450051,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007854869588
2022-10-25 12:00:38.932 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723887650171,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008064661551
2022-10-25 12:00:38.948 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a5254e1166671723892250311,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300006851798281
2022-10-25 12:00:38.964 [SOFA-SEV-BOLT-BIZ-12200-7-T35] ERROR [0a5254e1166671723892150291,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008858742534
2022-10-25 12:00:39.063 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671723887750191,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300000561514790
2022-10-25 12:00:39.064 [SOFA-SEV-BOLT-BIZ-12200-7-T38] ERROR [0a5254e1166671723894650391,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008863591113
2022-10-25 12:00:39.071 [SOFA-SEV-BOLT-BIZ-12200-7-T20] ERROR [0a5254e1166671723897450431,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300006751772923
2022-10-25 12:00:39.078 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723889450251,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007753618476
2022-10-25 12:00:39.115 [SOFA-SEV-BOLT-BIZ-12200-7-T35] ERROR [0a5254e1166671723904050451,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300007964651143
2022-10-25 12:00:39.176 [SOFA-SEV-BOLT-BIZ-12200-7-T192] ERROR [0a5254e1166671723908150491,0] c.s.f.c.i.b.t.AbstractInsClusterTaskProcessHandler - Installment task processing occurs business error. fix post date is before last statement date. 22092500010003131300008658717430
